,jupyter notebook,jupyter,jupyter-notebook,python,ipython,ipython-notebook
137,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.12571428571428572,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.14209115281501342,0.0,0.0
142,0.0,0.0,0.0,0.053467000835421885,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.02178217821782178,0.0,0.0
145,0.0,0.0,0.0,0.09283387622149836,0.0,0.0
146,0.0,0.0,0.0,0.015306122448979591,0.0,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.18,0.0,0.0
150,0.01282051282051282,0.0,0.0,0.08012820512820512,0.0,0.0
151,0.0,0.0,0.0,0.0,0.0,0.0
152,0.19047619047619047,0.0,0.0,0.0,0.0,0.0
153,0.0,0.0,0.0,0.009099181073703366,0.0,0.0
154,0.08,0.0,0.0,0.24,0.0,0.0
155,0.0,0.0,0.0,0.08786610878661087,0.0,0.0
156,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.03637770897832817,0.0,0.0
162,0.0,0.0,0.0,0.01037037037037037,0.0,0.0
163,0.0,0.0,0.0,0.020657995409334357,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.2,0.0,0.0
166,0.0,0.0,0.0,0.0,0.0,0.0
167,0.0,0.0,0.0,0.030060120240480964,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0
169,0.0,0.0,0.0,0.1334106728538283,0.0,0.0
170,0.0,0.0,0.0,0.08957654723127036,0.0,0.0
171,0.07650765076507651,0.0,0.0,0.13591359135913592,0.020702070207020702,0.0126012601260126
172,0.0,0.0,0.0,0.055938697318007664,0.0,0.0
173,0.0,0.0,0.0,0.2223776223776224,0.0,0.0
174,0.0,0.0,0.0,0.0,0.0,0.0
175,0.02364864864864865,0.0,0.0,0.019425675675675675,0.0,0.0
176,0.017651052274270197,0.0,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.0,0.0,0.0
178,0.0,0.0,0.0,0.0,0.0,0.0
179,0.0,0.0,0.0,0.0,0.0,0.0
180,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0
